Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Pressure (millibars),Daily Summary
15.70555556,0.88,9.66,297,15.0052,1012.23,Partly cloudy until night.
15.53333333,0.87,13.2181,77,14.9086,1014,Partly cloudy until night.
14.51666667,0.87,3.3005,338,11.9784,1014.38,Partly cloudy until night.
14.10555556,0.87,9.7566,265,13.8138,1013.38,Partly cloudy until night.
16.07222222,0.87,3.0268,178,9.982,1013.58,Partly cloudy until night.
17.71666667,0.84,8.9033,213,9.982,1013.86,Partly cloudy until night.
19.77222222,0.74,10.6904,250,9.982,1014.08,Partly cloudy until night.
21.16666667,0.68,8.9677,268,9.982,1014.17,Partly cloudy until night.
22.85555556,0.62,4.0894,277,9.982,1014.08,Partly cloudy until night.
23.96666667,0.62,4.7656,251,10.4006,1014.14,Partly cloudy until night.
25.14444444,0.54,7.5992,299,10.0464,1013.97,Partly cloudy until night.
27.27222222,0.42,3.1395,302,9.982,1013.86,Partly cloudy until night.
27.39444444,0.46,9.6761,319,10.3523,1013.56,Partly cloudy until night.
27.93888889,0.46,8.9677,352,9.982,1012.86,Partly cloudy until night.
28.01111111,0.45,8.1788,11,9.982,1012.25,Partly cloudy until night.
28.55,0.44,7.3255,16,15.5204,1011.86,Partly cloudy until night.
27.82777778,0.48,4.7656,358,9.982,0,Partly cloudy until night.
27.31111111,0.47,4.9266,46,9.982,1010.69,Partly cloudy until night.
23.43888889,0.68,3.6708,279,10.3523,1011.59,Partly cloudy until night.
21.25,0.77,2.6887,221,9.982,1011.8,Partly cloudy until night.
21.13888889,0.8,5.6994,259,15.8263,1012.1,Partly cloudy until night.
20.22777778,0.79,4.8783,307,15.0052,1012.12,Partly cloudy until night.
18.59444444,0.73,27.3056,119,15.8746,1013.62,Partly cloudy until night.
17.40555556,0.78,19.4649,121,15.8746,1013.97,Partly cloudy until night.
16.93888889,0.84,5.5062,159,14.168,1013.33,Partly cloudy until night.
15.62222222,0.84,6.4078,341,15.8263,1012.11,Partly cloudy until night.
16.18333333,0.84,13.5884,77,15.8263,1013.78,Partly cloudy until night.
14.84444444,0.87,7.5187,40,14.9569,1013.69,Partly cloudy until night.
16.16111111,0.87,9.5312,12,9.982,1013.47,Partly cloudy until night.
17.80555556,0.73,12.5097,13,9.982,1012.96,Partly cloudy until night.
18.25555556,0.76,13.2664,22,10.3523,1013.22,Partly cloudy until night.
21.20555556,0.63,10.2396,31,9.982,1013.53,Partly cloudy until night.
22.85,0.65,14.3934,31,9.982,1013.37,Partly cloudy until night.
24.85,0.54,16.2127,46,10.3523,1013.6,Partly cloudy until night.
26.16111111,0.47,17.8066,49,11.2056,1013.43,Partly cloudy until night.
27.33888889,0.5,16.0678,51,11.27,1013.32,Partly cloudy until night.
27.4,0.46,15.3594,56,10.4006,1013.06,Partly cloudy until night.
27.96111111,0.48,11.2378,51,10.0464,1012.52,Partly cloudy until night.
27.87777778,0.46,12.4292,147,9.982,0,Partly cloudy until night.
28.06666667,0.44,6.7781,144,10.3523,1012.01,Partly cloudy until night.
27.45,0.53,3.4132,80,9.982,1011.97,Partly cloudy until night.
24.23333333,0.57,7.5348,116,10.0464,1012.44,Partly cloudy until night.
23.08888889,0.64,0.644,60,11.4471,1012.43,Partly cloudy until night.
21.32222222,0.68,4.6046,140,11.2056,1013.05,Partly cloudy until night.
19.1,0.77,2.737,194,15.8263,1013.36,Partly cloudy until night.
19.35555556,0.75,5.6672,167,15.3111,1013.43,Partly cloudy until night.
17.82777778,0.81,3.0751,180,15.8263,1013.55,Partly cloudy throughout the day.
15.67222222,0.87,2.9302,287,14.9086,1013.21,Partly cloudy throughout the day.
16.35555556,0.88,3.6547,201,12.0428,1010.53,Partly cloudy throughout the day.
15.57777778,0.87,6.1985,281,11.9784,1013.3,Partly cloudy throughout the day.
16.06666667,0.85,3.4776,15,11.9784,1013,Partly cloudy throughout the day.
18.02222222,0.8,13.041,87,14.5222,1013.57,Partly cloudy throughout the day.
19.73333333,0.79,3.1556,138,9.982,1013.55,Partly cloudy throughout the day.
20.98333333,0.69,7.4704,159,9.982,1013.37,Partly cloudy throughout the day.
23.59444444,0.65,4.186,177,10.3523,1013.27,Partly cloudy throughout the day.
26.06666667,0.54,3.4454,223,9.982,1012.97,Partly cloudy throughout the day.
27.75555556,0.49,1.4973,4,9.982,1012.85,Partly cloudy throughout the day.
27.76111111,0.52,7.1001,132,11.3988,1012.87,Partly cloudy throughout the day.
21.85,0.7,27.7081,79,6.2951,1012.55,Partly cloudy throughout the day.
20.56111111,0.76,11.9462,75,11.27,1013.15,Partly cloudy throughout the day.
21.17777778,0.74,3.2683,131,11.4471,1012.34,Partly cloudy throughout the day.
21.25555556,0.78,4.7173,227,11.2056,1011.97,Partly cloudy throughout the day.
21.19444444,0.73,13.7655,228,11.2056,1012.41,Partly cloudy throughout the day.
20,0.79,21.413,209,9.982,1013.09,Partly cloudy throughout the day.
21.07222222,0.64,15.0535,237,9.982,1011.61,Partly cloudy throughout the day.
20.05,0.73,10.5777,349,9.982,1009.93,Partly cloudy throughout the day.
18.18888889,0.85,5.635,114,10.3523,1009.87,Partly cloudy throughout the day.
17.33888889,0.87,9.1931,111,9.982,1010.06,Partly cloudy throughout the day.
18.31111111,0.81,11.1573,132,15.8263,1010.57,Partly cloudy throughout the day.
17.33333333,0.88,5.8604,142,14.9569,1010.77,Partly cloudy throughout the day.
16.18333333,0.9,3.22,190,15.8263,1010.96,Partly cloudy until night.
16.11111111,0.9,1.5295,130,15.8263,1010.3,Partly cloudy until night.
17.84444444,0.91,5.3613,185,8.0983,1009.32,Partly cloudy until night.
14.1,0.9,2.6082,351,4.2987,1010.05,Partly cloudy until night.
15.11666667,0.9,2.7853,46,6.2951,1009.86,Partly cloudy until night.
15.68333333,0.93,2.7209,66,6.4078,1010.11,Partly cloudy until night.
17.3,0.92,7.8729,102,6.118,1009.96,Partly cloudy until night.
18.91666667,0.84,4.7173,132,9.9015,1009.55,Partly cloudy until night.
20.83888889,0.76,9.6278,124,9.6278,1009.99,Partly cloudy until night.
22.75555556,0.73,15.5043,140,9.982,1009.57,Partly cloudy until night.
24.98333333,0.64,9.9176,169,9.982,1009.36,Partly cloudy until night.
26.01666667,0.61,11.5115,169,11.0285,1009.18,Partly cloudy until night.
27.22222222,0.56,9.499,179,11.27,1008.65,Partly cloudy until night.
27.87222222,0.49,10.9158,187,11.2056,1008.15,Partly cloudy until night.
27.90555556,0.46,11.0285,158,11.3988,1007.7,Partly cloudy until night.
29.05,0.46,11.1895,168,9.982,1007.04,Partly cloudy until night.
28.89444444,0.46,11.0124,187,9.982,1005.95,Partly cloudy until night.
28.92222222,0.43,9.9659,155,10.3523,1005.48,Partly cloudy until night.
27.34444444,0.53,7.9856,197,11.2056,1005.05,Partly cloudy until night.
26.11666667,0.58,5.0393,170,11.2056,1005.23,Partly cloudy until night.
25.21666667,0.57,12.3004,129,11.0768,1005.76,Partly cloudy until night.
22.87222222,0.66,12.397,131,9.982,1005.62,Partly cloudy until night.
22.2,0.67,14.007,131,15.8263,1005.45,Partly cloudy until night.
21.73888889,0.68,13.7011,140,14.9569,1005.84,Partly cloudy until night.
19.56666667,0.76,6.4883,169,15.8263,1005.74,Partly cloudy throughout the day.
18.42777778,0.81,3.5259,144,15.8263,1005.46,Partly cloudy throughout the day.
19.1,0.8,6.5205,158,14.7959,1005.45,Partly cloudy throughout the day.
17.8,0.82,6.6332,158,15.8263,1004.95,Partly cloudy throughout the day.
17.82222222,0.87,10.8514,163,15.8746,1004.74,Partly cloudy throughout the day.
17.44444444,0.88,6.4561,188,14.0875,1005.01,Partly cloudy throughout the day.
17.77777778,0.87,9.9337,169,9.8049,1005.22,Partly cloudy throughout the day.
20.00555556,0.78,7.2933,160,9.9015,1005.14,Partly cloudy throughout the day.
22.19444444,0.69,12.4775,175,9.982,1005.54,Partly cloudy throughout the day.
23.93888889,0.62,15.1501,162,9.982,1005.69,Partly cloudy throughout the day.
24.00555556,0.61,13.0571,212,9.982,1005.89,Partly cloudy throughout the day.
25.77777778,0.55,12.397,230,10.0303,1005.79,Partly cloudy throughout the day.
27.2,0.47,8.3398,205,10.0464,1005.52,Partly cloudy throughout the day.
27.77777778,0.46,8.5813,209,10.0464,1005.12,Partly cloudy throughout the day.
27.27222222,0.52,14.0392,205,10.4006,1004.77,Partly cloudy throughout the day.
27.85,0.4,11.27,194,9.982,1003.73,Partly cloudy throughout the day.
27.91666667,0.42,9.6922,183,9.982,1002.83,Partly cloudy throughout the day.
27.87777778,0.47,10.143,198,10.3523,1002.62,Partly cloudy throughout the day.
27.36111111,0.5,8.2432,184,9.982,1002.03,Partly cloudy throughout the day.
24.06666667,0.61,2.3023,142,11.27,1002.1,Partly cloudy throughout the day.
22.81111111,0.7,4.7978,122,11.4471,1001.71,Partly cloudy throughout the day.
22.20555556,0.68,7.4543,123,10.0464,1001.8,Partly cloudy throughout the day.
22.08888889,0.66,13.3469,112,15.7297,1002.12,Partly cloudy throughout the day.
20.93333333,0.66,11.753,114,14.7959,1001.92,Partly cloudy throughout the day.
19.21111111,0.77,5.7638,206,15.456,1002.21,Partly cloudy throughout the day.
18.72777778,0.84,6.5366,37,15.6492,1000.62,Partly cloudy throughout the day.
17.38888889,0.82,13.0732,169,14.2163,996.78,Partly cloudy throughout the day.
17.75555556,0.84,10.8997,53,15.7297,999.87,Partly cloudy throughout the day.
16.68888889,0.84,6.1663,15,15.7297,1000.11,Partly cloudy throughout the day.
15.67777778,0.88,5.7316,94,14.8764,1000.47,Partly cloudy throughout the day.
17.64444444,0.9,4.991,107,9.982,1000.07,Partly cloudy throughout the day.
18.75,0.79,13.6367,127,9.982,999.41,Partly cloudy throughout the day.
20.97222222,0.71,14.1036,156,9.982,999.89,Partly cloudy throughout the day.
22.75555556,0.66,14.2163,148,9.982,999.59,Partly cloudy throughout the day.
23.88888889,0.62,11.4471,148,10.0464,998.98,Partly cloudy throughout the day.
25.87222222,0.55,10.304,161,11.4471,998.59,Partly cloudy throughout the day.
27.17222222,0.51,15.5204,158,11.27,997.78,Partly cloudy throughout the day.
27.22222222,0.44,17.5973,158,11.27,997.24,Partly cloudy throughout the day.
27.23333333,0.4,17.388,146,10.3523,996.79,Partly cloudy throughout the day.
27.8,0.43,20.608,159,10.0464,995.76,Partly cloudy throughout the day.
27.77777778,0.43,17.9193,139,10.0464,995.26,Partly cloudy throughout the day.
26.91666667,0.47,16.3737,151,11.4471,995.15,Partly cloudy throughout the day.
21.02777778,0.58,27.37,250,11.27,994.7,Partly cloudy throughout the day.
17.85,0.83,15.4238,220,11.27,995.61,Partly cloudy throughout the day.
18.04444444,0.84,11.5115,159,10.5938,995.36,Partly cloudy throughout the day.
17.75555556,0.79,16.5991,157,11.1251,995.73,Partly cloudy throughout the day.
17.22222222,0.84,10.7065,142,14.9569,995.12,Partly cloudy throughout the day.
17.33888889,0.85,13.8943,132,14.2163,995.3,Partly cloudy throughout the day.
16.68888889,0.81,14.2485,121,14.9086,995.35,Mostly cloudy throughout the day.
16.20555556,0.84,17.2431,140,14.9569,995.54,Mostly cloudy throughout the day.
14.45555556,0.86,8.3398,288,11.6886,1004.56,Mostly cloudy throughout the day.
16.60555556,0.84,20.2216,239,10.0464,997.31,Mostly cloudy throughout the day.
15.05,0.83,6.5849,193,14.9086,997.73,Mostly cloudy throughout the day.
14.66111111,0.83,11.4632,223,15.0052,998.55,Mostly cloudy throughout the day.
14.86111111,0.83,9.5312,229,11.27,999.58,Mostly cloudy throughout the day.
15.95555556,0.73,9.338,238,10.0464,1000.75,Mostly cloudy throughout the day.
17.03888889,0.65,5.8282,238,10.3523,1001.21,Mostly cloudy throughout the day.
17.28888889,0.58,8.5008,247,10.0464,1001.66,Mostly cloudy throughout the day.
19.95,0.45,12.5741,246,11.27,1001.96,Mostly cloudy throughout the day.
21.01666667,0.42,4.8783,177,10.4006,1002.44,Mostly cloudy throughout the day.
22.22222222,0.38,7.9212,173,10.0464,1002.46,Mostly cloudy throughout the day.
22.26666667,0.35,9.4185,196,10.0464,1002.26,Mostly cloudy throughout the day.
22.83333333,0.38,10.9641,184,10.3523,1002.3,Mostly cloudy throughout the day.
22.8,0.38,4.7012,218,9.982,1002.14,Mostly cloudy throughout the day.
22.89444444,0.34,5.152,174,9.982,1001.65,Mostly cloudy throughout the day.
22.56111111,0.39,7.889,115,11.3988,1001.4,Mostly cloudy throughout the day.
20.92222222,0.43,10.9641,140,11.27,1001.39,Mostly cloudy throughout the day.
13.98333333,0.82,17.1465,288,8.1949,1003.39,Mostly cloudy throughout the day.
14.06111111,0.83,12.2682,285,10.8997,1004.47,Mostly cloudy throughout the day.
13.91666667,0.89,7.5992,335,11.27,1005.44,Mostly cloudy throughout the day.
13.89444444,0.86,2.8819,303,14.9569,1005.23,Mostly cloudy throughout the day.
14.41111111,0.88,6.0858,163,14.2163,1005.59,Mostly cloudy throughout the day.
8.638888889,0.34,10.7387,120,15.8263,1018.63,Mostly cloudy throughout the day.
8.077777778,0.35,10.5616,110,15.8263,1018.15,Mostly cloudy throughout the day.
10.78888889,0.74,3.542,300,11.6886,1014.51,Mostly cloudy throughout the day.
7.083333333,0.36,13.524,120,15.8263,1017.44,Mostly cloudy throughout the day.
4.005555556,0.5,6.279,111,15.8263,1017.42,Mostly cloudy throughout the day.
5.894444444,0.43,16.0678,116,14.9569,1016.93,Mostly cloudy throughout the day.
7.127777778,0.39,12.3326,119,9.982,1016.44,Mostly cloudy throughout the day.
8.866666667,0.4,10.8031,139,9.982,1016.23,Mostly cloudy throughout the day.
10.11666667,0.42,8.9194,115,10.3523,1016.18,Mostly cloudy throughout the day.
12.33333333,0.42,9.7405,100,11.2056,1015.92,Mostly cloudy throughout the day.
14.97222222,0.39,12.7512,92,9.982,1015.62,Mostly cloudy throughout the day.
17.71111111,0.31,13.5723,100,10.3523,1015.34,Mostly cloudy throughout the day.
17.93333333,0.28,12.9605,110,9.982,1014.84,Mostly cloudy throughout the day.
18.97777778,0.3,12.6385,73,9.982,1014.33,Mostly cloudy throughout the day.
20.08888889,0.28,12.9122,91,10.3523,1013.81,Mostly cloudy throughout the day.
21.03333333,0.29,13.524,53,9.982,1013.44,Mostly cloudy throughout the day.
20.06111111,0.32,12.4131,62,9.982,1013.04,Mostly cloudy throughout the day.
20.14444444,0.31,12.075,77,10.3523,1012.86,Mostly cloudy throughout the day.
18.97777778,0.3,12.558,70,9.982,1012.63,Mostly cloudy throughout the day.
17.82222222,0.33,10.8836,62,9.982,1012.53,Mostly cloudy throughout the day.
17.81666667,0.31,10.8675,76,11.3988,1012.89,Mostly cloudy throughout the day.
17.17222222,0.35,4.8783,112,11.2056,1013.26,Mostly cloudy throughout the day.
15.53333333,0.4,3.1395,122,15.8263,1013.64,Mostly cloudy throughout the day.
14.61666667,0.56,9.9337,95,15.3111,1013.91,Mostly cloudy throughout the day.
13.8,0.9,3.1395,212,14.9569,1005.54,Partly cloudy throughout the day.
13.82222222,0.9,6.2468,207,14.9569,1005.75,Partly cloudy throughout the day.
10.30555556,0.87,6.8103,265,11.3183,1012.31,Partly cloudy throughout the day.
13.28888889,0.9,6.0697,353,11.9784,1006.42,Partly cloudy throughout the day.
12.66111111,0.9,3.381,338,11.9784,1006.65,Partly cloudy throughout the day.
11.72222222,0.87,3.7352,317,4.0089,1007.32,Partly cloudy throughout the day.
12.08333333,0.92,9.3219,337,8.1305,1007.92,Partly cloudy throughout the day.
12.17777778,0.8,11.0768,318,11.2056,1008.72,Partly cloudy throughout the day.
13.8,0.78,11.27,326,11.0285,1009.11,Partly cloudy throughout the day.
14.96111111,0.77,14.2163,281,9.982,1009.45,Partly cloudy throughout the day.
16.11666667,0.67,12.7834,292,11.27,1009.83,Partly cloudy throughout the day.
16.08333333,0.68,12.7351,299,11.0768,1010.5,Partly cloudy throughout the day.
17.80555556,0.6,12.6546,290,11.27,1010.52,Partly cloudy throughout the day.
17.85555556,0.6,14.1358,289,11.27,1010.73,Partly cloudy throughout the day.
18.73333333,0.61,15.5365,287,11.0768,1010.94,Partly cloudy throughout the day.
19.91111111,0.53,17.3558,298,11.27,1010.82,Partly cloudy throughout the day.
19.98333333,0.53,17.5329,288,11.27,1011.01,Partly cloudy throughout the day.
19.82222222,0.5,15.617,307,11.3988,1011.46,Partly cloudy throughout the day.
18.75,0.53,13.363,307,11.2056,1011.03,Partly cloudy throughout the day.
17.68888889,0.57,15.9873,298,11.2056,1011.34,Partly cloudy throughout the day.
16.12222222,0.62,13.7172,297,11.0285,1012.1,Partly cloudy throughout the day.
13.86666667,0.72,12.9122,299,11.2056,1012.55,Partly cloudy throughout the day.
13.77222222,0.7,14.0875,308,15.8263,1013.23,Partly cloudy throughout the day.
12.71666667,0.76,13.7333,298,14.9569,1013.52,Partly cloudy throughout the day.
11.13888889,0.83,11.0768,290,15.8263,1013.7,Partly cloudy until night.
10.58333333,0.83,6.6815,296,14.9086,1013.79,Partly cloudy until night.
10.17777778,0.87,7.1967,293,14.168,1014.12,Partly cloudy until night.
9.472222222,0.86,11.0768,279,9.982,1013.68,Partly cloudy until night.
8.894444444,0.86,6.5205,270,9.9015,1013.8,Partly cloudy until night.
8.627777778,0.9,11.3666,269,7.4382,1013.96,Partly cloudy until night.
9.961111111,0.86,8.0017,288,7.9051,1014.29,Partly cloudy until night.
12.13333333,0.81,10.9319,280,9.7566,1014.29,Partly cloudy until night.
13.67222222,0.74,11.4632,269,10.8836,1014.64,Partly cloudy until night.
14.95555556,0.72,12.4775,269,11.1251,1014.41,Partly cloudy until night.
16.11666667,0.67,10.7226,262,11.2056,1014.59,Partly cloudy until night.
18.36666667,0.58,5.4257,231,11.0285,1014.96,Partly cloudy until night.
17.73333333,0.57,4.2987,178,11.27,1014.8,Partly cloudy until night.
18.91666667,0.53,4.3792,320,11.27,1014.88,Partly cloudy until night.
18.92222222,0.57,9.0643,226,11.3988,1014.88,Partly cloudy until night.
20.09444444,0.53,7.3094,208,11.2056,1014.36,Partly cloudy until night.
20.21111111,0.49,3.0751,193,11.2056,1013.94,Partly cloudy until night.
20.98888889,0.49,4.7495,208,11.3988,1013.87,Partly cloudy until night.
20.72222222,0.47,5.9731,230,15.8263,1013.56,Partly cloudy until night.
18.97777778,0.56,3.3488,192,11.27,1013.75,Partly cloudy until night.
16.76666667,0.64,7.5348,228,10.4006,1013.95,Partly cloudy until night.
15.13888889,0.72,4.6207,204,9.982,1014,Partly cloudy until night.
14.42222222,0.73,3.0268,193,15.8263,1014.29,Partly cloudy until night.
13.51111111,0.81,3.3166,226,14.9569,1014.2,Partly cloudy until night.
13.86666667,0.64,3.22,100,15.8263,1014.15,Overcast throughout the day.
12.85,0.72,6.1502,350,15.8263,1013.96,Overcast throughout the day.
13.38333333,0.83,11.5276,129,15.0052,1009.58,Overcast throughout the day.
11.73333333,0.77,2.9463,330,14.9569,1013.55,Overcast throughout the day.
11.64444444,0.78,6.3434,334,12.0428,1013.55,Overcast throughout the day.
11.37222222,0.76,6.3112,15,11.6886,1013.25,Overcast throughout the day.
11.18333333,0.74,6.118,49,15.8263,1013.06,Overcast throughout the day.
11.20555556,0.67,9.4346,31,11.2056,1013.44,Overcast throughout the day.
12.85555556,0.61,9.5312,50,11.0285,1013.39,Overcast throughout the day.
12.88888889,0.59,8.211,69,11.2056,1013.55,Overcast throughout the day.
17.07222222,0.54,8.2271,69,9.982,1013.15,Overcast throughout the day.
18.01111111,0.54,11.1734,122,11.3988,1013.09,Overcast throughout the day.
19.94444444,0.44,10.4811,174,11.2056,1012.47,Overcast throughout the day.
20.01666667,0.48,14.168,156,11.2056,1012.26,Overcast throughout the day.
20.16666667,0.52,14.2485,128,11.3988,1012.14,Overcast throughout the day.
20.09444444,0.56,17.3236,109,11.2056,1011.23,Overcast throughout the day.
20.09444444,0.57,14.2485,139,11.2056,1010.72,Overcast throughout the day.
19.2,0.59,22.6044,133,11.4471,1010.36,Overcast throughout the day.
15.36666667,0.85,17.1304,119,11.2056,1010.58,Overcast throughout the day.
16.25,0.72,14.5705,141,8.1949,1010.27,Overcast throughout the day.
14.37222222,0.89,9.177,109,5.5545,1010.32,Overcast throughout the day.
14.00555556,0.83,11.1734,131,6.1663,1010.29,Overcast throughout the day.
13.98333333,0.84,14.1036,130,9.8049,1010.28,Overcast throughout the day.
14.11666667,0.81,14.651,131,9.8371,1009.99,Overcast throughout the day.
13.91111111,0.76,17.0821,129,14.812,1009.58,Foggy overnight.
13.4,0.83,17.1143,138,15.8746,1009.37,Foggy overnight.
14.76111111,0.9,11.3505,110,14.6671,1007.2,Foggy overnight.
13.37777778,0.81,17.2592,130,15.8746,1008.01,Foggy overnight.
13.31111111,0.81,16.9855,120,15.8746,1007.74,Foggy overnight.
13.42777778,0.82,13.1698,130,14.8764,1007.74,Foggy overnight.
13.31111111,0.84,6.3273,164,4.1216,1008.1,Foggy overnight.
13.81666667,0.84,8.0017,137,11.0446,1008.03,Foggy overnight.
16,0.79,8.6135,134,11.4471,1008.02,Foggy overnight.
17.68333333,0.74,9.7083,168,11.27,1008.22,Foggy overnight.
19.87777778,0.64,5.152,167,11.27,1008.12,Foggy overnight.
22,0.6,7.9051,173,11.4471,1008.18,Foggy overnight.
22.77777778,0.51,10.4328,206,11.27,1008.13,Foggy overnight.
24.88333333,0.45,7.7924,206,11.27,1007.65,Foggy overnight.
24.91666667,0.42,5.5706,193,11.4471,1007.68,Foggy overnight.
25.85,0.4,10.5616,157,11.27,1006.85,Foggy overnight.
25.87222222,0.37,7.5348,165,11.27,1006.18,Foggy overnight.
25.60555556,0.38,2.898,116,11.0446,1006.36,Foggy overnight.
23.46666667,0.48,10.1752,46,11.0446,1005.55,Foggy overnight.
22.33333333,0.47,11.8335,66,10.948,1005.73,Foggy overnight.
19.4,0.65,20.2216,35,11.2378,1005.63,Foggy overnight.
19.77222222,0.62,15.0696,68,11.1251,1005.15,Foggy overnight.
17.12222222,0.82,13.846,27,0.7406,1004.67,Foggy overnight.
15.83888889,0.87,15.9873,207,2.5116,1006.79,Foggy overnight.
15.52777778,0.87,11.9945,52,14.812,1006.56,Foggy in the morning.
15.47777778,0.9,14.7798,80,14.812,1006.83,Foggy in the morning.
13.32222222,0.93,6.2468,181,5.3452,1011.8,Foggy in the morning.
14.41666667,0.9,10.787,231,14.5383,1007.55,Foggy in the morning.
14.95,0.9,6.1502,230,14.4739,1007.92,Foggy in the morning.
15.05555556,0.9,7.5187,225,10.8031,1008.32,Foggy in the morning.
14.95,0.93,12.5902,200,1.288,1008.71,Foggy in the morning.
15,0.93,11.4149,220,0.9821,1009.61,Foggy in the morning.
16.06111111,0.93,10.2074,231,3.1556,1010.12,Foggy in the morning.
17.17222222,0.81,8.2593,222,7.9695,1009.85,Foggy in the morning.
17.75,0.78,11.3827,241,11.27,1010.33,Foggy in the morning.
17.98888889,0.73,13.2342,223,11.4471,1011.22,Foggy in the morning.
17.82777778,0.7,9.8854,230,11.27,1011.13,Foggy in the morning.
16.28888889,0.8,12.7995,278,11.27,1011.12,Foggy in the morning.
16.45,0.81,8.0661,295,11.4471,1011.51,Foggy in the morning.
15.63333333,0.84,10.1591,297,11.27,1011.5,Foggy in the morning.
13.93888889,0.83,15.5204,239,1.8998,1010.85,Foggy in the morning.
13.36111111,0.95,12.5097,257,5.0232,1010.88,Foggy in the morning.
13.93888889,0.9,9.3219,181,6.3434,1010.55,Foggy in the morning.
12.92777778,0.96,7.7441,142,6.3434,1010.41,Foggy in the morning.
13.11111111,0.95,4.1216,341,3.8801,1010.98,Foggy in the morning.
12.82777778,0.96,9.4507,121,3.4293,1011.35,Foggy in the morning.
13.36111111,0.93,11.0124,249,2.9141,1011.35,Foggy in the morning.
13.34444444,0.91,2.0125,97,4.7978,1011.82,Foggy in the morning.
13.36111111,0.93,10.9963,133,3.6547,1011.43,Foggy in the morning.
12.82777778,0.93,3.5903,180,3.6547,1011.84,Foggy in the morning.
11.59444444,0.82,8.9516,301,14.9569,1012.09,Foggy in the morning.
12.35,0.93,6.0375,329,4.991,1010.8,Foggy in the morning.
11.76666667,0.93,3.5259,268,6.0214,1010.87,Foggy in the morning.
12.87222222,0.91,6.5849,189,8.7584,1012.53,Foggy in the morning.
12.77777778,0.9,7.9534,233,3.0429,1012.43,Foggy in the morning.
12.77777778,0.96,9.66,253,3.0107,1012.53,Foggy in the morning.
12.97777778,0.96,13.7172,261,4.3792,1012.65,Foggy in the morning.
14.03888889,0.89,11.5115,281,4.2021,1012.53,Foggy in the morning.
16.18888889,0.81,11.5598,310,5.1359,1012.81,Foggy in the morning.
17.14444444,0.76,15.3755,292,8.8228,1012.9,Foggy in the morning.
17.87777778,0.7,14.6188,289,11.27,1012.72,Foggy in the morning.
20.05,0.61,13.1054,310,11.27,1012.41,Foggy in the morning.
19.94444444,0.62,5.2486,305,11.0768,1012.25,Foggy in the morning.
21.16111111,0.57,4.0572,275,11.2056,1011.72,Foggy in the morning.
22.25,0.49,2.898,275,11.2056,1011.11,Foggy in the morning.
21.11111111,0.53,10.8353,283,11.0285,1010.77,Foggy in the morning.
21.16111111,0.53,9.3541,300,11.2056,1010.34,Foggy in the morning.
17.87777778,0.7,8.7262,293,11.2056,1010.33,Foggy in the morning.
16.55555556,0.7,4.83,321,11.3988,1010.84,Foggy in the morning.
15,0.78,8.9355,110,11.2056,1011.34,Foggy in the morning.
14.95,0.76,6.0536,171,15.8263,1011.65,Foggy in the morning.
12.27222222,0.85,6.3112,251,14.8764,1011.95,Foggy in the morning.
12.4,0.85,6.5044,255,15.8263,1011.64,Partly cloudy starting overnight.
11.28888889,0.88,3.6547,275,15.8263,1011.74,Partly cloudy starting overnight.
12.80555556,0.86,10.0947,330,14.8764,1013.74,Partly cloudy starting overnight.
11.76666667,0.8,11.5598,300,15.8263,1011.94,Partly cloudy starting overnight.
12.36111111,0.79,11.1734,299,15.8263,1012.05,Partly cloudy starting overnight.
11.60555556,0.78,11.3827,290,14.9569,1012.41,Partly cloudy starting overnight.
12.25,0.8,12.5419,299,9.982,1012.25,Partly cloudy starting overnight.
14.88888889,0.73,3.3649,289,9.982,1012.34,Partly cloudy starting overnight.
17.57777778,0.61,2.3023,268,10.3523,1012.4,Partly cloudy starting overnight.
18.86111111,0.61,11.0607,267,9.982,1012.42,Partly cloudy starting overnight.
21.06111111,0.53,8.4203,212,9.982,1012.5,Partly cloudy starting overnight.
21.08888889,0.53,20.2216,223,10.3523,1012.32,Partly cloudy starting overnight.
22.28888889,0.48,20.2055,241,11.27,1012.3,Partly cloudy starting overnight.
22.35555556,0.48,21.9121,232,11.27,1011.91,Partly cloudy starting overnight.
22.26111111,0.54,16.6313,229,11.4471,1012.15,Partly cloudy starting overnight.
21.21666667,0.56,12.5097,238,11.27,1011.63,Partly cloudy starting overnight.
20.24444444,0.61,9.2092,318,11.27,1010.87,Partly cloudy starting overnight.
22.1,0.5,4.1216,302,11.4471,1011,Partly cloudy starting overnight.
20.06666667,0.56,15.7619,338,11.27,1011.46,Partly cloudy starting overnight.
18.95555556,0.55,5.4579,327,11.27,1012,Partly cloudy starting overnight.
15.65,0.61,8.6135,295,11.4471,1011.86,Partly cloudy starting overnight.
14.1,0.63,3.6064,293,10.0464,1011.9,Partly cloudy starting overnight.
13.45555556,0.66,8.5974,349,15.8746,1011.59,Partly cloudy starting overnight.
12.77222222,0.77,6.0375,229,15.3594,1011.75,Partly cloudy starting overnight.
13.35555556,0.78,20.5275,301,15.6492,1013.66,Mostly cloudy throughout the day.
12.77777778,0.86,14.0714,300,15.7297,1014.19,Mostly cloudy throughout the day.
11.53333333,0.86,5.4901,278,14.5866,1016.76,Mostly cloudy throughout the day.
12.26666667,0.86,13.846,337,15.8746,1014.6,Mostly cloudy throughout the day.
